municipio,uf,ano_mes,compra_venda,incorporacoes,loteamentos
SÃO JOSÉ DOS CAMPOS,SP,2022-09,1062,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-10,995,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-11,949,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-12,1058,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-01,1043,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-02,734,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-03,1023,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-04,854,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-05,1017,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-06,1008,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-07,1227,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-08,1070,0,0
SÃO JOSÉ DOS CAMPOS,SP,2023-09,946,0,0
RIBEIRÃO PRETO,SP,2012-01,1334,0,0
RIBEIRÃO PRETO,SP,2012-02,1698,0,0
RIBEIRÃO PRETO,SP,2012-03,2155,0,0
RIBEIRÃO PRETO,SP,2012-04,1592,0,0
RIBEIRÃO PRETO,SP,2012-05,2055,0,0
RIBEIRÃO PRETO,SP,2012-06,1849,0,0
RIBEIRÃO PRETO,SP,2012-07,1687,0,0
RIBEIRÃO PRETO,SP,2012-08,2304,0,0
RIBEIRÃO PRETO,SP,2012-09,1886,0,0
RIBEIRÃO PRETO,SP,2012-10,1937,0,0
RIBEIRÃO PRETO,SP,2012-11,1801,0,0
RIBEIRÃO PRETO,SP,2012-12,1957,0,0
RIBEIRÃO PRETO,SP,2013-01,1871,0,0
RIBEIRÃO PRETO,SP,2013-02,1714,0,0
RIBEIRÃO PRETO,SP,2013-03,1896,0,0
RIBEIRÃO PRETO,SP,2013-04,1803,0,0
RIBEIRÃO PRETO,SP,2013-05,1741,0,0
RIBEIRÃO PRETO,SP,2013-06,1419,0,0
RIBEIRÃO PRETO,SP,2013-07,1779,0,0
RIBEIRÃO PRETO,SP,2013-08,1792,0,0
RIBEIRÃO PRETO,SP,2013-09,1782,0,0
RIBEIRÃO PRETO,SP,2013-10,1813,0,0
RIBEIRÃO PRETO,SP,2013-11,1479,0,0
RIBEIRÃO PRETO,SP,2013-12,1449,0,0
RIBEIRÃO PRETO,SP,2014-01,1678,0,0
RIBEIRÃO PRETO,SP,2014-02,1391,0,0
RIBEIRÃO PRETO,SP,2014-03,1382,0,0
RIBEIRÃO PRETO,SP,2014-04,1189,0,0
RIBEIRÃO PRETO,SP,2014-05,1475,0,0
RIBEIRÃO PRETO,SP,2014-06,1350,0,0
RIBEIRÃO PRETO,SP,2014-07,1699,0,0
RIBEIRÃO PRETO,SP,2014-08,1631,0,0
RIBEIRÃO PRETO,SP,2014-09,1738,0,0
RIBEIRÃO PRETO,SP,2014-10,1668,0,0
RIBEIRÃO PRETO,SP,2014-11,1315,0,0
RIBEIRÃO PRETO,SP,2014-12,1560,0,0
RIBEIRÃO PRETO,SP,2015-01,1477,0,0
RIBEIRÃO PRETO,SP,2015-02,1676,0,0
RIBEIRÃO PRETO,SP,2015-03,1586,0,0
RIBEIRÃO PRETO,SP,2015-04,1337,0,0
RIBEIRÃO PRETO,SP,2015-05,1704,0,0
RIBEIRÃO PRETO,SP,2015-06,1739,0,0
RIBEIRÃO PRETO,SP,2015-07,1303,0,0
RIBEIRÃO PRETO,SP,2015-08,1253,0,0
RIBEIRÃO PRETO,SP,2015-09,1277,0,0
RIBEIRÃO PRETO,SP,2015-10,1032,0,0
RIBEIRÃO PRETO,SP,2015-11,970,0,0
RIBEIRÃO PRETO,SP,2015-12,1315,0,0
RIBEIRÃO PRETO,SP,2016-01,1238,0,0
RIBEIRÃO PRETO,SP,2016-02,692,0,0
RIBEIRÃO PRETO,SP,2016-03,1003,0,0
RIBEIRÃO PRETO,SP,2016-04,1159,0,0
RIBEIRÃO PRETO,SP,2016-05,1588,0,0
RIBEIRÃO PRETO,SP,2016-06,1128,0,0
RIBEIRÃO PRETO,SP,2016-07,1182,0,0
RIBEIRÃO PRETO,SP,2016-08,1210,0,0
RIBEIRÃO PRETO,SP,2016-09,1171,0,0
RIBEIRÃO PRETO,SP,2016-10,1187,0,0
RIBEIRÃO PRETO,SP,2016-11,1123,0,0
RIBEIRÃO PRETO,SP,2016-12,1574,0,0
RIBEIRÃO PRETO,SP,2017-01,1444,0,0
RIBEIRÃO PRETO,SP,2017-02,729,0,0
RIBEIRÃO PRETO,SP,2017-03,1140,0,0
RIBEIRÃO PRETO,SP,2017-04,924,0,0
RIBEIRÃO PRETO,SP,2017-05,1051,0,0
RIBEIRÃO PRETO,SP,2017-06,1171,0,0
RIBEIRÃO PRETO,SP,2017-07,1684,0,0
RIBEIRÃO PRETO,SP,2017-08,1287,0,0
RIBEIRÃO PRETO,SP,2017-09,1796,0,0
RIBEIRÃO PRETO,SP,2017-10,1305,0,0
RIBEIRÃO PRETO,SP,2017-11,1114,0,0
RIBEIRÃO PRETO,SP,2017-12,1887,0,0
RIBEIRÃO PRETO,SP,2018-01,1562,0,0
RIBEIRÃO PRETO,SP,2018-02,1541,0,0
RIBEIRÃO PRETO,SP,2018-03,1785,0,0
RIBEIRÃO PRETO,SP,2018-04,1319,0,0
RIBEIRÃO PRETO,SP,2018-05,1821,0,0
RIBEIRÃO PRETO,SP,2018-06,1503,0,0
RIBEIRÃO PRETO,SP,2018-07,1372,0,0
RIBEIRÃO PRETO,SP,2018-08,1572,0,0
RIBEIRÃO PRETO,SP,2018-09,1583,0,0
RIBEIRÃO PRETO,SP,2018-10,1457,0,0
RIBEIRÃO PRETO,SP,2018-11,1359,0,0
RIBEIRÃO PRETO,SP,2018-12,1444,0,0
RIBEIRÃO PRETO,SP,2019-01,1326,0,0
RIBEIRÃO PRETO,SP,2019-02,920,0,0
RIBEIRÃO PRETO,SP,2019-03,899,0,0
RIBEIRÃO PRETO,SP,2019-04,1357,0,0
RIBEIRÃO PRETO,SP,2019-05,1429,0,0
RIBEIRÃO PRETO,SP,2019-06,1060,0,0
RIBEIRÃO PRETO,SP,2019-07,1277,0,0
RIBEIRÃO PRETO,SP,2019-08,1240,0,0
RIBEIRÃO PRETO,SP,2019-09,1147,0,0
RIBEIRÃO PRETO,SP,2019-10,1294,0,0
RIBEIRÃO PRETO,SP,2019-11,1348,0,0
RIBEIRÃO PRETO,SP,2019-12,1314,0,0
RIBEIRÃO PRETO,SP,2020-01,854,0,0
RIBEIRÃO PRETO,SP,2020-02,681,0,0
RIBEIRÃO PRETO,SP,2020-03,1087,0,0
RIBEIRÃO PRETO,SP,2020-04,924,0,0
RIBEIRÃO PRETO,SP,2020-05,861,0,0
RIBEIRÃO PRETO,SP,2020-06,1201,0,0
RIBEIRÃO PRETO,SP,2020-07,1626,0,0
RIBEIRÃO PRETO,SP,2020-08,1536,0,0
RIBEIRÃO PRETO,SP,2020-09,1513,0,0
RIBEIRÃO PRETO,SP,2020-10,1624,0,0
RIBEIRÃO PRETO,SP,2020-11,1402,0,0
RIBEIRÃO PRETO,SP,2020-12,1777,0,0
RIBEIRÃO PRETO,SP,2021-01,1563,0,0
RIBEIRÃO PRETO,SP,2021-02,1467,0,0
RIBEIRÃO PRETO,SP,2021-03,1923,0,0
RIBEIRÃO PRETO,SP,2021-04,1714,0,0
RIBEIRÃO PRETO,SP,2021-05,2051,0,0
RIBEIRÃO PRETO,SP,2021-06,1718,0,0
RIBEIRÃO PRETO,SP,2021-07,2036,0,0
RIBEIRÃO PRETO,SP,2021-08,2044,0,0
RIBEIRÃO PRETO,SP,2021-09,2319,0,0
RIBEIRÃO PRETO,SP,2021-10,2112,0,0
RIBEIRÃO PRETO,SP,2021-11,1598,0,0
RIBEIRÃO PRETO,SP,2021-12,2185,0,0
RIBEIRÃO PRETO,SP,2022-01,2404,0,0
RIBEIRÃO PRETO,SP,2022-02,1604,0,0
RIBEIRÃO PRETO,SP,2022-03,1615,0,0
RIBEIRÃO PRETO,SP,2022-04,1452,0,0
RIBEIRÃO PRETO,SP,2022-05,1871,0,0
RIBEIRÃO PRETO,SP,2022-06,1725,0,0
RIBEIRÃO PRETO,SP,2022-07,1875,0,0
RIBEIRÃO PRETO,SP,2022-08,1820,0,0
RIBEIRÃO PRETO,SP,2022-09,1991,0,0
RIBEIRÃO PRETO,SP,2022-10,1724,0,0
RIBEIRÃO PRETO,SP,2022-11,1492,0,0
RIBEIRÃO PRETO,SP,2022-12,1618,0,0
RIBEIRÃO PRETO,SP,2023-01,1468,0,0
RIBEIRÃO PRETO,SP,2023-02,1490,0,0
RIBEIRÃO PRETO,SP,2023-03,1610,0,0
RIBEIRÃO PRETO,SP,2023-04,1420,0,0
RIBEIRÃO PRETO,SP,2023-05,1587,0,0
RIBEIRÃO PRETO,SP,2023-06,1391,0,0
RIBEIRÃO PRETO,SP,2023-07,1541,0,0
RIBEIRÃO PRETO,SP,2023-08,1663,0,0
RIBEIRÃO PRETO,SP,2023-09,1495,0,0
